Compound	InChI-Key	SMILES
5,6,7,8-tetrahydrofolate	InChIKey=MSTNYGQPCMXVAQ-RYUDHWBXSA-L	C([C@@H]1(NC2(\C(NC(/N)=N/C(\NC1)=2)=O)))NC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC([R])=O)=O)=C\C=3)
propanoate	InChIKey=XBDQKXXYIPTUBI-UHFFFAOYSA-M	C([R])(=O)[O-]
N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide	InChIKey=VDXLUNDMVKSKHO-XVFCMESISA-L	C(NC=O)C(=O)N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1)
(L-isoleucyl)adenylate	InChIKey=ACZWYNUJBRLCEC-XATJSACLSA-N	C([R])(=O)[O-]
3-(methylsulfanyl)propanoate	InChIKey=CAOMCZAIALVUPA-UHFFFAOYSA-M	C([R])(=O)[O-]
7,8-dihydroneopterin 3'-triphosphate	InChIKey=DGGUVLXVLHAAGT-XINAWCOVSA-J	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@H](O)COP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])=2))
tetrahydropteroyl tri-L-glutamate	InChIKey=RXWVHRYZTWZATH-XSLAGTTESA-J	C([C@@H]1(NC2(\C(NC(/N)=N/C(\NC1)=2)=O)))NC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC([R])=O)=O)=C\C=3)
protoporphyrinogen IX	InChIKey=UHSGPDMIQQYNAX-UHFFFAOYSA-L	C=CC2(\C(/C)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(C)/C(\C=C)=3))=C(C)/C(\CCC([O-])=O)=4))=C(CCC(=O)[O-])/C(\C)=5)))
carbon monoxide	InChIKey=UGFAIRIUMAVXCW-UHFFFAOYSA-N	[C-]#[O+]
L-canavanine	InChIKey=FSBIGDSBMBYOPN-VKHMYHEASA-O	C([R])(=O)[O-]
beta-D-fructofuranose 6-phosphate	InChIKey=BGWGXPAPYGQALX-ARQDHWQXSA-L	C(OP(=O)([O-])[O-])[C@H]1(O[C@@](CO)(O)[C@@H](O)[C@H](O)1)
methyl alpha-D-glucoside	InChIKey=HOVAGTYPODGVJG-ZFYZTMLRSA-N	CO[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1)
GLYCO-CT-ACETYL		
(E)-N-(1-phenylpropan-2-ylidene)hydroxylamine	InChIKey=AUYFJUMCPAMOKN-CSKARUKUSA-N	CC(/CC1(\C=C/C=C\C=1))=N\O
a carboxyl group		C(=O)[O-]
isethionate	InChIKey=SUMDYPCJJOFFON-UHFFFAOYSA-M	C(CO)S(=O)(=O)[O-]
L-alanine	InChIKey=QNAYBMKLOCPYGJ-REOHCLBHSA-N	[C@@H]([NH3+])([R])C([O-])=O
a-dara-HEX-2:5|2:keto		
GDP-alpha-D-mannose	InChIKey=MVMSCBBUIHUTGJ-GDJBGNAASA-L	C(OP(=O)([O-])OP(O[C@H]1(O[C@@H]([C@@H](O)[C@H](O)[C@H](O)1)CO))(=O)[O-])[C@H]4(O[C@@H](N2(C3(\N=C(N)/NC(=O)C(\N=C/2)=3)))[C@H](O)[C@H](O)4)
ubiquinone-8	InChIKey=ICFIZJQGJAJRSU-SGHXUWJISA-N	C1([R4])(=C([R3])C(=O)C(/[R3])=C([R1])/C(=O)1)
all-trans-undecaprenyl group		C/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
beta-D-ribulofuranose	InChIKey=LQXVFWRQNMEDEE-UOWFLXDJSA-N	C(O)[C@]1(O)([C@H](O)[C@H](O)CO1)
2-hydroxy-2-methylpropanoate	InChIKey=BWLBGMIXKSTLSX-UHFFFAOYSA-M	CC(O)(C)C(=O)[O-]
S-methylglutathione	InChIKey=QTQDDTSVRVWHMO-BQBZGAKWSA-M	C(S[R])[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
ADP group		C(OP(OP([O-])(=O)O)(=O)[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
a-lido-HEX-1:5|6:a		
all-trans-hexaprenyl diphosphate	InChIKey=NGFSMHKFTZROKJ-MMSZMYIBSA-K	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
uroporphyrinogen-III	InChIKey=HUHWZXWWOFSFKF-UHFFFAOYSA-F	C(=O)([O-])CCC2(\C(/CC(=O)[O-])=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(CCC(=O)[O-])/C(\CC(=O)[O-])=3))=C(CC(=O)[O-])/C(\CCC(=O)[O-])=4))=C(CC([O-])=O)/C(\CCC(=O)[O-])=5)))
dup 128	InChIKey=TVXOXGBTADZYCZ-UHFFFAOYSA-N	CCCCCCCN(C(\O)=N\C1(/C=C\C(\F)=C/C(/F)=1))CCCCCSC4(\NC(/C2(\C=C/C=C\C=2))=C(C3(\C=C/C=C\C=3))/N=4)
2-all trans-hexaprenyl-6-methoxyhydroquinone	InChIKey=ZAGWHOPYPMUKOK-FRICUITQSA-N	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(/C=C(\C=1)/O)\OC)
beta-D-rhamnopyranose	InChIKey=SHZGCJCMOBCMKK-RWOPYEJCSA-N	C(=O)[R]
verdoheme	InChIKey=JFGVATQDLBFQRV-HPQJSUICSA-K	C=CC1(\C3(/C=C8(C(/C)=C(CCC(=O)[O-])/C4(/N([Fe-2]26(N7(C(/[O+]=C(C(/C)=1)[N+]\2=3)=C(C=C)\C(/C)=C(\C=C5(C(/C)=C(CCC(=O)[O-])/C(\C=4)=[N+]5/6))/7)))8))))
sulfite	InChIKey=LSNNMFCWUKXFEE-UHFFFAOYSA-L	[O-]S([O-])=O
adenosine 3',5'-bisphosphate	InChIKey=WHTCPDAXWFLDIH-KQYNXXCUSA-J	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP([O-])(=O)[O-])3)
vanillate	InChIKey=WKOLLVMJNQIZCI-UHFFFAOYSA-M	C([R])(=O)[O-]
4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	InChIKey=GFGANDKVOKQAGH-WKYRUEGDSA-N	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@@](C=O)(C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
palmitoleoyl-CoA	InChIKey=QBYOCCWNZAOZTL-MDMKAECGSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
cis-dienelactone	InChIKey=AYFXPGXAZMFWNH-ARJAWSKDSA-M	C1(\C(\OC(=O)\C=1)=C\C(=O)[O-])
2-(alpha-hydroxyethyl)thiamine diphosphate	InChIKey=RRUVJGASJONMDY-UHFFFAOYSA-L	CC2(\[N+](/CC1(\C=N/C(\C)=N\C(/N)=1))=C(C(O)C)/SC(/CCOP([O-])(=O)OP([O-])(=O)[O-])=2)
5-aminopentanoate	InChIKey=JJMDCOVWQOJGCB-UHFFFAOYSA-N	C([R])(=O)[O-]
4-vinylphenol	InChIKey=FUGYGGDSWSUORM-UHFFFAOYSA-N	C=CC1(\C=C/C(/O)=C\C=1)
(2S)-2-aminohex-4-ynoate	InChIKey=VDWGCMRALYSYJV-YFKPBYRVSA-N	C([R])(=O)[O-]
5-amino-1-(5-phospho-beta-D-ribosyl)imidazole	InChIKey=PDACUKOKVHBVHJ-XVFCMESISA-M	C1(\[NH+]=C/N(C(/N)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))
2-bromoacetyl CoA	InChIKey=RNBXHSPQPNFOKA-GRFIIANRSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CBr)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
4-methyl-2-oxopentanoate	InChIKey=BKAJNAXTPSGJCU-UHFFFAOYSA-M	C([R])(=O)[O-]
dihydroxyacetone	InChIKey=RXKJFZQQPQGTFL-UHFFFAOYSA-N	C(C(CO)=O)O
3-aci-nitropropanoate	InChIKey=DCSLGQYKPBZRHI-UHFFFAOYSA-M	C(CC([O-])=O)=[N+]([O-])O
4a-hydroxy-L-erythro-5,6,7,8-tetrahydrobiopterin	InChIKey=KJKIEFUPAPPGBC-XXKOCQOQSA-N	CC(O)C(O)[C@H]2(CNC1(\[C@](O)(C(\N=C(N)/N=1)=O)N2))
D-sorbitol	InChIKey=FBPFZTCFMRRESA-JGWLITMVSA-N	C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
2-maleylacetate	InChIKey=SOXXPQLIZIPMIZ-UPHRSURJSA-L	C(\C(=O)CC([O-])=O)=C\C(=O)[O-]
L-arginino-succinate	InChIKey=KDZOASGQNOPSCU-ZBHICJROSA-M	C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+]
1D-myo-inositol 4-monophosphate	InChIKey=INAPMGSXUVUWAF-CNWJWELYSA-L	[C@@H]1(O)([C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)1)
hydrogen sulfide	InChIKey=RWSOTUBLDIXVET-UHFFFAOYSA-N	S
2''-O-acetyl-ADP-ribose	InChIKey=BFNOPXRXIQJDHO-YDKGJHSESA-L	CC(O[C@H]4(C(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)4)O))=O
N-(1-deoxy-D-fructos-1-yl)-L-alanine	InChIKey=MJRIHYBPSWPPOI-MLQRGLMKSA-N	C([R])(=O)[O-]
all-trans-octaprenyl diphosphate	InChIKey=IKKLDISSULFFQO-DJMILUHSSA-K	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
3-(methylsulfanyl)propanal	InChIKey=CLUWOWRTHNNBBU-UHFFFAOYSA-N	CSCCC=O
ammonia	InChIKey=QGZKDVFQNNGYKY-UHFFFAOYSA-N	N
sirohydrochlorin	InChIKey=KWIZRXMMFRBUML-AHGFGAHVSA-F	C[C@@]1(CC(=O)[O-])(C3(\NC(/[C@@H](CCC(=O)[O-])1)=C/C2(/C(\CC(=O)[O-])=C(CCC(=O)[O-])\C(\N=2)=C\C5(\NC(/C=C4([C@@](C)(CC(=O)[O-])[C@H](CCC(=O)[O-])C(\C=3)=N4))=C(CC(=O)[O-])/C(\CCC(=O)[O-])=5))))
formate	InChIKey=BDAGIHXWWSANSR-UHFFFAOYSA-M	C([O-])=O
4,5-secobiotin	InChIKey=ZARFDBYKHCOTRH-UHFFFAOYSA-M	C(S)C1(C(NC(N1)=O)CCCCCC(=O)[O-])
Triton X-100	InChIKey=JYCQQPHGFMYQCF-UHFFFAOYSA-N	CC(C)(C)CC(C)(C)C1(\C=C/C(/OCCO)=C\C=1)
ferricyanide	InChIKey=CRWNKXHVYMVLCY-UHFFFAOYSA-N	C(#N)[Fe-3](C#N)(C#N)(C#N)(C#N)C#N
4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine	InChIKey=PKYFHKIYHBRTPI-UHFFFAOYSA-L	CC1(\N=C/C(/COP(=O)([O-])[O-])=C(N)\N=1)
a factor		CC(C)=CCCC(\C)=C/CCC(\C)=C/CSC[C@@H](C(OC)=O)NC(=O)[C@H]([R1])N[an oligopeptide]
3'-azido-3'-deoxythymidine	InChIKey=HBOMLICNUCNMMY-XLPZGREQSA-N	CC1(\C(=O)NC(N(\C=1)[C@H]2(C[C@H](N=[N+]=[N-])[C@@H](CO)O2))=O)
FMN	InChIKey=ANKZYBDXHMZBDK-SCRDCRAPSA-K	CC2(\C(/C)=C/C3(/N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-])C1(\C(\C(=O)[N-]C(=O)/N=1)=N/C(\C=2)=3)))
(L-glutamyl)adenylate	InChIKey=KQRQKNUGLKGTSJ-LTOLZBHSSA-M	C([R])(=O)[O-]
beta-D-glucopyranose	InChIKey=WQZGKKKJIJFFOK-VFUOTHLCSA-N	C([C@@H]1([C@H]([C@@H]([C@H](C(O1)O)O)O)O))O
5-(2-hydroxyethyl)-4-methylthiazole	InChIKey=BKAWJIRCKVUVED-UHFFFAOYSA-N	CC1(\N=C/SC(/CCO)=1)
dUTP	InChIKey=AHCYMLUZIRLXAA-SHYZEUOFSA-J	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC1=O))C[C@H](O)2)
adenosine 2'-monophosphate	InChIKey=QDFHPFSBQFLLSW-KQYNXXCUSA-L	C(O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](OP([O-])(=O)[O-])[C@H](O)3)
(indol-3-yl)pyruvate	InChIKey=RSTKLPZEZYGQPY-UHFFFAOYSA-M	C([O-])(=O)C(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
(3R)-hydroxy-5-trans-dodecenoyl-CoA	InChIKey=AYORDFMYYBNSBO-GKMLISQESA-J	CCCCCC/C=C/C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
hexadecanal	InChIKey=NIOYUNMRJMEDGI-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC=O
5-phospho-alpha-D-ribose 1-diphosphate	InChIKey=PQGCEDQWHSBAJP-TXICZTDVSA-I	C(OP(=O)([O-])[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H](O1)OP(OP([O-])(=O)[O-])([O-])=O)
UDP-N-acetyl-alpha-D-glucosamine	InChIKey=LFTYTUAZOPRMMI-CFRASDGPSA-L	CC(=O)N[C@H]3([C@@H](OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])(=O)[O-])O[C@@H]([C@H]([C@@H]3O)O)CO)
3-all trans-hexaprenyl-4-aminobenzoate	InChIKey=ZBVQLNVIBOLJDL-LAAQXVIISA-M	C([R])(=O)[O-]
D-threo-isocitrate	InChIKey=ODBLHEXUDAPZAU-ZAFYKAAXSA-K	C([R])(=O)[O-]
dAMP	InChIKey=KHWCHTKSEGGWEX-RRKCRQDMSA-L	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))C[C@H](O)3)
reduced riboflavin	InChIKey=UTKDOUCGQVLJIN-PIGZVRMJSA-N	CC3(\C=C2(C(/N(C[C@H](O)[C@H](O)[C@H](O)CO)C1(\C(C(=O)NC(=O)/N=1)N2))=C\C(/C)=3))
(2E,4E)-tetradeca-2,4-dienoyl-CoA	InChIKey=ULOGSHZMDLRQRY-INBGBNCRSA-J	CCCCCCCCC/C=C/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
(3R)-hydroxy, 6-trans-tridecenoyl-CoA	InChIKey=ADZJVTNIXNSNGU-OVQIFRBASA-J	CCCCCC/C=C/CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
ergosteryl oleate	InChIKey=VVZNLLXLOKRQPH-NZIRWOIASA-N	CCCCCCCC\C=C/CCCCCCCC(O[C@H]1(CC[C@@]2(C)(C(/C1)=C/C=C3([C@@H]2CC[C@]4(C)([C@@H]([C@@H](/C=C/[C@H](C)C(C)C)C)CC[C@@H]34)))))=O
2-all trans-hexaprenyl-6-methoxyaminophenol	InChIKey=JTLNJQPPHCEOEJ-FRICUITQSA-N	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\N)=C(/C=C(\C=1)/O)\OC)
1-oleoyl-sn-glycerol 3-phosphate	InChIKey=WRGQSWVCFNIUNZ-GDCKJWNLSA-L	C([C@@H](O)COP([O-])(=O)[O-])OC(=O)[R]
5-fluorouridine	InChIKey=FHIDNBAQOFJWCA-UAKXSSHOSA-N	C(O)[C@@H]2([C@H]([C@H]([C@H](N1(/C=C(C(=O)NC1=O)/F))O2)O)O)
CDP group		C(OP(OP(O)([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)
3-dehydrosphinganine	InChIKey=KBUNOSOGGAARKZ-KRWDZBQOSA-O	CCCCCCCCCCCCCCCC([C@H](CO)[NH3+])=O
H+	InChIKey=GPRLSGONYQIRFK-UHFFFAOYSA-N	[H+]
ferulate	InChIKey=KSEBMYQBYZTDHS-HWKANZROSA-M	COC1(\C(\O)=C/C=C(/C=C/C([O-])=O)/C=1)
4alpha-methyl-cholesta-8,14-dienol	InChIKey=OUCINTVMAVITJZ-HESBYNJASA-N	CC(CCC[C@@H](C)[C@@H]3([C@]2(CCC4(/[C@]1(CC[C@@H]([C@H]([C@@H]1CCC(/C2=CC3)=4)C)O)C))(C)))C
3-hydroxy-heptanoyl-CoA	InChIKey=VISQBWUSDZWVMM-FPVIQYCMSA-J	CCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
S-methyl-5-thio-alpha-D-ribose 1-phosphate	InChIKey=JTFITTQBRJDSTL-KVTDHHQDSA-L	CSC[C@H]1(O[C@H](OP([O-])(=O)[O-])[C@@H]([C@@H]1O)O)
b-dgal-HEX-1:5|6:a		
glycine	InChIKey=DHMQDGOQFOQNFH-UHFFFAOYSA-N	C([NH3+])C([O-])=O
methanol	InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N	CO
b-lman-HEX-1:5|6:d		
decylglucoside	InChIKey=JDRSMPFHFNXQRB-CMTNHCDUSA-N	CCCCCCCCCCO[C@@H]1(O[C@@H](C([C@@H](C1O)O)O)CO)
miltefosine	InChIKey=PQLXHQMOHUQAKB-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCOP(OCC[N+](C)(C)C)(=O)[O-]
(S)-ureidoglycolate	InChIKey=NWZYYCVIOKVTII-SFOWXEAESA-M	[C@@H](O)(C([O-])=O)NC(N)=O
methylarsonate	InChIKey=QYPPRTNMGCREIM-UHFFFAOYSA-M	C[As](=O)([O-])O
(R)-lactic acid	InChIKey=JVTAAEKCZFNVCJ-UWTATZPHSA-N	C([R])(=O)[O-]
AMP group		C(OP(=O)([O-])O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
b-dglc-HEX-1:5		
preuroporphyrinogen	InChIKey=WDFJYRZCZIUBPR-UHFFFAOYSA-F	C(O)C4(\NC(/CC3(\NC(/CC2(\NC(/CC1(\N\C=C(CCC(=O)[O-])/C(\CC([O-])=O)=1))=C(CCC(=O)[O-])/C(\CC([O-])=O)=2))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4)
x-dglc-HEX-1:4		
6-(hydroxymethyl)-7,8-dihydropterin	InChIKey=CQQNNQTXUGLUEV-UHFFFAOYSA-N	C(O)C1(\CNC2(/N=C(N)\NC(=O)C(/N=1)=2))
keto-D-fructose	InChIKey=BJHIKXHVCXFQLS-UYFOZJQFSA-N	C(O)C(=O)[C@@H](O)[C@H](O)[C@H](O)CO
selenodiglutathione	InChIKey=GJEZZQVPWMCGSB-BJDJZHNGSA-L	C(S[Se]SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
isothiocyanate	InChIKey=ZBKFYXZXZJPWNQ-UHFFFAOYSA-N	C(=[N-])=S
1,2-dipalmitoyl-sn-glycero-3-phosphocholine	InChIKey=KILNVBDSWZSGLL-KXQOOQHDSA-N	C([N+](C)(C)C)COP(=O)(OC[C@H](OC([R2])=O)COC([R1])=O)[O-]
2-chloro-cis-dienelactone	InChIKey=ADSGHWJRPOXXTD-IHWYPQMZSA-M	C1(/C(/OC(=O)C(/Cl)=1)=C/C(=O)[O-])
5-enolpyruvoyl-shikimate 3-phosphate	InChIKey=QUTYKIXIUDQOLK-PRJMDXOYSA-J	C=C(C(=O)[O-])O[C@@H]1(CC(/C(=O)[O-])=C\[C@@H](OP(=O)([O-])[O-])[C@@H](O)1)
2-palmitoleoyl-sn-glycero-3-phosphoethanolamine	InChIKey=MAFRHGZTIOAXEL-WHXUGTBJSA-N	CCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
aminomethylpyrimidine	InChIKey=OZOHTVFCSKFMLL-UHFFFAOYSA-O	CC1(\N=C/C(\C[NH3+])=C(N)\N=1)
cis-aconitate	InChIKey=GTZCVFVGUGFEME-IWQZZHSRSA-K	C([R])(=O)[O-]
(L-aspartyl)adenylate	InChIKey=QPBSGQWTJLPZNF-VWJPMABRSA-M	C([R])(=O)[O-]
beta-D-galactose 6-phosphate	InChIKey=NBSCHQHZLSJFNQ-FPRJBGLDSA-L	C(OP([O-])([O-])=O)[C@H]1(O[C@H]([C@@H]([C@H]([C@H]1O)O)O)O)
benzaldehyde	InChIKey=HUMNYLRZRPPJDN-UHFFFAOYSA-N	C(=O)[R]
D-threonine	InChIKey=AYFVYJQAPQTCCC-STHAYSLISA-N	C([R])(=O)[O-]
5-amino-4-imidazolecarboxyamide	InChIKey=PYNDTGFTPOZGRW-UHFFFAOYSA-N	C1(\N=C(C(\N=1)C(N)=O)\N)
(R)-pantoate	InChIKey=OTOIIPJYVQJATP-BYPYZUCNSA-M	C([R])(=O)[O-]
L-valine	InChIKey=KZSNJWFQEVHDMF-BYPYZUCNSA-N	CC(C)[C@H]([NH3+])C([O-])=O
3-oxolignoceroyl-CoA	InChIKey=JJSJTIWFKNSCHC-JBKAVQFISA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
phenanthrene-ring		C2(\C=C1(\C=C/C3(\C=C/C=C\C(C1=C\C=2)=3)))
dehydro-D-arabinono-1,4-lactone	InChIKey=ZZZCUOFIHGPKAK-UWTATZPHSA-N	C(O)[C@@H]1(C(\O)=C(C(=O)O1)\O)
N-acetyl-beta-glucosaminylamine	InChIKey=MCGXOCXFFNKASF-FMDGEEDCSA-N	CC(=O)N[C@H]1([C@H](N)O[C@H](CO)[C@@H](O)[C@H](O)1)
x-dara-HEX-2:5|2:keto		
sulfamate	InChIKey=IIACRCGMVDHOTQ-UHFFFAOYSA-M	NS([O-])(=O)=O
(S)-2-aceto-2-hydroxybutanoate	InChIKey=VUQLHQFKACOHNZ-LURJTMIESA-M	C([R])(=O)[O-]
glyoxylate	InChIKey=HHLFWLYXYJOTON-UHFFFAOYSA-M	C(C(=O)[O-])=O
mesaconate	InChIKey=HNEGQIOMVPPMNR-NSCUHMNNSA-L	C([R])(=O)[O-]
precorrin-1	InChIKey=CJLVUWULFKHGFB-NZCAJUPMSA-F	C[C@]5(C1(\N=C(CC4(\NC(/CC3(\NC(/CC2(\NC(/C=1)=C(CC([O-])=O)/C(\CCC([O-])=O)=2))=C(CCC([O-])=O)/C(\CC(=O)[O-])=3))=C(CCC([O-])=O)/C(\CC([O-])=O)=4))/[C@H]5CCC(=O)[O-]))(CC([O-])=O)
dGTP	InChIKey=HAAZLUGHYHWQIW-KVQBGUIXSA-J	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))C[C@H](O)3)
2-arachidonoylglycerol	InChIKey=RCRCTBLIHCHWDZ-DOFZRALJSA-N	C(O)C(CO)OC(=O)[R]
N6-acetyl-L-lysine	InChIKey=DTERQYGMUDWYAZ-ZETCQYMHSA-N	[C@@H]([NH3+])([R])C(=O)[O-]
3-methylbutanol	InChIKey=PHTQWCKDNZKARW-UHFFFAOYSA-N	CC(CCO)C
sphingosine 1-phosphate	InChIKey=DUYSYHSSBDVJSM-KRWOKUGFSA-M	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])COP([O-])(=O)[O-]
C20 sphinganine	InChIKey=UFMHYBVQZSPWSS-VQTJNVASSA-O	CCCCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO
(S)-2-aminobutanoate	InChIKey=QWCKQJZIFLGMSD-VKHMYHEASA-N	C([R])(=O)[O-]
(indol-3-yl)acetamide	InChIKey=ZOAMBXDOGPRZLP-UHFFFAOYSA-N	C(N)(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
4'-phosphopantetheine	InChIKey=JDMUPRLRUUMCTL-VIFPVBQESA-L	CC([C@@H](O)C(=O)NCCC(NCCS)=O)(C)COP([O-])(=O)[O-]
iron(III)-biliverdine-IX alpha	InChIKey=IWNXUEJVORLSHL-UHFFFAOYSA-J	C=CC7(\C5(\N([Fe]24([N+]1(/C(\C(/C)=C(C=C)/C(/O)=1)=C\C3(\C(/C)=C(CCC(=O)[O-])/C(/[N+]\2=3)=C/C6(/N4C(/C=5)=C(C)/C(\CCC(=O)[O-])=6)))))C(C(/C)=7)=O))
1-piperideine 6-carboxylate	InChIKey=CSDPVAKVEWETFG-YFKPBYRVSA-M	C([C@@H]1(CCC\C=N/1))([O-])=O
O-phospho-L-homoserine	InChIKey=FXDNYOANAXWZHG-VKHMYHEASA-L	C([R])(=O)[O-]
2-methylbutanal	InChIKey=BYGQBDHUGHBGMD-UHFFFAOYSA-N	CCC(C)C=O
orotidine 5'-phosphate	InChIKey=KYOBSHFOBAOFBF-XVFCMESISA-K	C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C(/C(=O)[O-])=C/C(=O)NC(=O)2))
